verbatimRecordedByID	recordedByLastName	recordedBy	recordedByID
SMPM	Simão$Mello-Silva$Pirani$Meguro	Simão R., Mello-Silva, R., Pirani J.R. , Meguro M.	""
GIRA01	Giráldez$Guillén$Rico	Giráldez X., Guillén A. & Rico E.	""
GRYSM	Gryseels	Gryseels M.	""
GHACJC	Hatschbach$Cervi$Cordeiro	Hatschbach G., Cervi A.C. & Cordeiro J.	""
MADIV	Madiot	Madiot V.	""
LIND2	Lindman	Lindman C.A.M.	""
C523	Crouan	Crouan P.L.	""
BAIL1	Baillet	Baillet	""
VBA	von Bracht	von Bracht A.	""
V087	Van Rooij	Van Rooij P.	""
O020	Orozco	Orozco	""
O019	Occhioni	Occhioni P.	""
VDB1	Van Den Broeck	Van Den Broeck	""
RYLTG	Rylands	Rylands T.G.	""
G211	Gallis	Gallis R.	""
CMS	Camus	Camus E.G.	""
HRMH4	Hoffmann$Robinson$McPherson$Harimalala	Hoffmann P., Robinson T., McPherson G. & Harimalala P.	""
DFA	de Forestier	de Forestier A.	""
H066	Hoest	Hoest	""
PEALJ	Peal	Peal J.	""
BLACBRUM	Blackmore$Brummitt	Blackmore S. & Brummitt R.	""
LUKE06	Luke$Rajabu$Chidzinga$Muir$Lyte	Luke Q., Rajabu I., Chidzinga S., Muir C. & Lyte B.	""
WIRTP	Wirtgen	Wirtgen P.	http://viaf.org/viaf/74629207
KUNIRODE	Kuniyoshi$Roderjan	Kuniyoshi Y.S. & Roderjan C.V.	""
GABRC	Gabriel	Gabriel C.	""
HRRSM	Hoier	Hoier R.V.	""
RUSSJ	Russell	Russell J.	""
M211	Montant	Montant	""
GUERGCARVM	Guerreiro$De Carvalho	Guerreiro G. & De Carvalho M.	""
GRANJ1	Granter	Granter J.	""
BUJO00	Bujo Dhego	Bujo Dhego F. et al.	""
JAKI1	Jakimova ?	Jakimova ?	""
B054	Bethel	Bethel E.	https://www.ipni.org/ipni/idAuthorSearch.do?id=16064-1
DEWAE	Dewart	Dewart E.	""
LOUM1	Loumaye	Loumaye J.	""
H794	Häcker	Häcker R.	""
E202	Everhart	Everhart B.M.	""
F057	Fiedler	Fiedler	""
KWEME	Kwembeya	Kwembeya E.G.	""
GLOV01	Glover$Gwynne$Kibuwa$Napier	Glover P.E., Gwynne M.D., Kibuwa S.P. & Napier P.	""
PLSC	Plowman$Sucre	Plowman Timothy & Sucre Dimitri	""
Y120	Claver Gouve	Claver Gouve Yian	""
LAMB08	Lambinon$Margot$Van den Sande	Lambinon J., Margot J. & Van den Sande G.	""
VILAJ	Vilain	Vilain J.	http://www.wikidata.org/entity/Q62599851
HATTE	Hatting	Hatting E.R.	""
DELHR	Delhaye	Delhaye R.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b8a02477-f311-4b85-9b8b-b64b7cab73e0
GIBBR	Gibbs	Gibbs Russell G.E.	""
GROEEKONIJDUNGJ	Groenendijk$De Koning$Dungo	Groenendijk E.M.C., De Koning J. & Dungo J.	""
DWB	De Wan	De Wan Barbara	""
VACCA	Vaccari	Vaccari Antonio	""
S005	Silaghi	Silaghi G.	""
V038	Van Oosten	Van Oosten	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c70c9cf8-4cc4-4738-b8a2-e1d612d28a33
M011	Mougeot	Mougeot J.B.	https://viaf.org/viaf/32426080/
RAND03	Randrianasolo$Bernardin	Randrianasolo J. & Bernardin V.	""
CHABT	Chaboisseau	Chaboisseau T.	https://www.ipni.org/ipni/idAuthorSearch.do?id=1488-1
COLLN	Collado	Collado N.	""
S445	Størmer	Størmer I.	""
H055	Haines	Haines J.H.	""
MISI	Siska	Siska M.	""
KUZN1	Kuznetsoff	Kuznetsoff	""
JAEG	Jaeger	Jaeger	""
WALT07	Walters$Kandinia	Walters G.M. & Kandinia G.	""
VEIJC	Van Eijnatten	Van Eijnatten C.L.M.	""
CEBAL	Ceballos	Ceballos L.	""
HOLMI	Holmgren	Holmgren I.	""
MEHAR	Mehauden	Mehauden Roger	""
BRITL	Britten	Britten Lilian Louisa	""
LIEBG	Liebanas	Liebanas G.	""
BELI01	Belianina$Sofeikova	Belianina N. & Sofeikova T.	""
F046	Ferry	Ferry R.	""
N164	Noguchi	Noguchi A.	""
QUESL	Questiaux	Questiaux L.G.	""
KREBG	Krebs	Krebs G.L.E.	""
TARNI	Tarnavschi	Tarnavschi I.T.	""
FREYFREY	Frey$Frey	Frey A. & Frey L.	""
SCHAGENT	Schatz$Gentry	Schatz G.E. & Gentry A.H.	""
PEET03	Peeters	Peeters G.	""
KOCEH	Kocev	Kocev Hr.	""
STEV01	Stévart$Droissart$Sonké$Taedoumg	Stévart T., Droissart V., Sonké B. & Taedoumg E.H.	""
WEILJ	Weill	Weill J.	""
WIGNC	Wignier	Wignier Ch.	""
HOPK1	Hopkins	Hopkins	""
HFWRTG	Wirtgen$Wirtgen	Wirtgen H.,Wirtgen F.	""
MTCDH	Mitchel	Mitchel D.H.	""
H886	Hnatiuk	Hnatiuk R.J.	""
BVVIC	Vicioso-Trigo	Vicioso-Trigo Benito	""
GREYM	Greyseels	Greyseels M.	""
HHDR	Schmidt$Ravelonarivo$Ranaivojaona	Schmidt H.H., Ravelonarivo D. & Ranaivojaona R.	""
HYRER	Häyrén	Häyrén E.F.	""
VSK	Von Sneidern	Von Sneidern Kjell	""
RSSJH	Ross	Ross J.H.	""
MAYNR	Mayné	Mayné R.	""
HUTT1	Hutton	Hutton	""
MALTO	Malte	Malte Oskar	""
J043	Jubault	Jubault A.	""
TSUYOKARI	Tsubota$Yokoyama$Arikawa	Tsubota H., Yokoyama H. & Arikawa T.	""
ROSEL	Rose	Rose L.S.	https://www.ipni.org/ipni/idAuthorSearch.do?id=12789-1
H131	Heimerl	Heimerl A.	""
HARDD	Hardy	Hardy D.S.	""
MTHLS	Mathieu	Mathieu L.	""
KUNA	Kunert	Kunert A.	""
B262	Barrika	Barrika	""
TEKWC	Tekwe	Tekwe C.F.	""
SCOTW	Scott	Scott W.	""
LECHAT	Chatelain	Chatelain L.	""
OKAMK	Okamoto	Okamoto Kazuhiko	""
FILL01	Fillat$Montserrat	Fillat F. & Montserrat P.	""
E500	Ellis	Ellis E.A.	""
KOTSK	Kotschy	Kotschy K.	https://viaf.org/viaf/317065809/
MASEHA	Malaisse$Semereab$Handjila	Malaisse F., Semereab E. & Handjila G.	""
PQRBR	Piqueray	Piqueray B.	""
LOVIN	Lovi	Lovi N.K.	""
MCDOJ	McDonald	McDonald J.	""
LAVRCART	Lavranos$Carter	Lavranos J.J. & Carter	""
BBLDTS	Bartholomew$Boufford$Li$Ma$Nicolson$Ying$Yu	Bartholomew B.,Boufford D.E.,Li H.W.,Ma C.G.,Nicolson D.H.,Ying T.S.,Yu S.W.	""
A275	Abbiw	Abbiw D.K.	""
A792	Advaita	Advaita M.K.	""
CUTLREGI	Cutler$Regina	Cutler James D. & Regina Laura L.	""
MGRFNSHW	Maguire$Fanshawe	Maguire B. & Fanshawe D.B.	""
HALLESSI	Hall$Essig	Hall H.M. & Essig F.M.	""
D031	Digilio & Grassi	Digilio & Grassi	""
VERSDENO	Versteegh$Den Outer	Versteegh C. & Den Outer R.W.	""
TOLKH	Tölken	Tölken H.R.	""
CNDAX	Conard	Conard A.	""
RBRMVO	Rabarimanarivo	Rabarimanarivo M.	""
UTECTHOM	Utech$Thomas$Thompson$Ohara	Utech F., Thomas W.W., Thompson S.A. & Ohara M.	""
SILVF	Silván	Silván F.	""
POLAA	Polatschek	Polatschek A.	""
S136	Starcs$Starcs	Starcs G. & Starcs K.	""
RENIH	Renier	Renier H.	""
WECHR	Wechuysen	Wechuysen R.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5764a65e-d92b-42e9-a61d-cbb48271e389
DECLF	Declerck	Declerck F.	""
CHARJ2	Charles	Charles J.	""
BLYD	Blyden	Blyden F.	""
HAHNN	Hahn	Hahn N.	""
DELNBG	Delnatte$Boudrie$Girod$Odonne	Delnatte C., Boudrie M., Girod C. & Odonne G.	""
REITKLEI	Reitz$Klein	Reitz R. & Klein R.M.	""
SOHMNARU	Sohma$Naruhashi$Ohba$Suzuki$Sato	Sohma K., Naruhashi N. & Ohba H. & Suzuki M. & Sato	""
J733	Janssens	Janssens J.A.	""
STENSTEN	Stenström$Stenström	Stenström I. & Stenström G.	""
GAVAA1	Gavage	Gavage A.J.	""
KITA1	Kitaibel	Kitaibel	""
VIEIPANC	Vieillard$Pancher	Vieillard & Pancher	""
RAUS01	Raus$Schiers	Raus T. & Schiers C.	""
S739	Simmons	Simmons W.	""
BELOR	Belot	Belot R.M.	""
K300	Vander Mijnsbrugge	Vander Mijnsbrugge K.	""
B179	Bothy	Bothy G.	""
T041	Trelease$Seymour	Trelease W. & Seymour A.B.	""
B180	Bernátsky	Bernátsky J.E.	""
ALLSR	Allsopp	Allsopp R.J.	""
K061	Kisimba$Mutinga$Dikumbwa	Kisimba K., Mutinga & Dikumbwa	""
TJNSKN	Soukaina	Soukaina Tidjani	""
SCHOR1	Schomburgk	Schomburgk R.H.	https://viaf.org/viaf/9920527/
NUSB02	Nusbaumer$Randimbiarison$Ramandimbimanana	Nusbaumer L., Randimbiarison C.H. & Ramandimbimanana S.D.	""
RUSAI	Rusanovitch	Rusanovitch I.	""
MILL06	Millozza$Mortellaro	Millozza A. & Mortellaro R.	""
L024	Lindquist	Lindquist J.C.	""
MILAC	Milan	Milan C.	""
N056	Neumann	Neumann M.	""
DEBP	De Beauvois	de Beauvois P.	""
HRMHR	Harmaja	Harmaja H.	""
TOIV01	Toivonen$Uotila	Toivonen H. & Uotila P.	""
PAJA01	Pajarón$Buades$Costa Tenorio$Molina$Pangua	Pajarón S., Buades A., Costa Tenorio M., Molina A. & Pangua E.	""
M956	Massalongo	Massalongo A.	""
BOGN1	Bognounou	Bognounou	""
GRAUR	Grauwet	Grauwet R.	""
WALTI	Walters	Walters I.B.	""
FBHEK	Friis$Bidgood$Host$Kelbessa	Friis I., Bidgood S., Host P. & Kelbessa Ensermu	""
V125	Vanhaeren	G. Vanhaeren	""
ALFAN	Alfaro Gonzalez	Alfaro Gonzalez A.	""
KIRIE	Kirika	Kirika E.	""
BRACH	Bracelin	Bracelin H.P.	""
BRNAD	Brongniart	Brongniart A.T.	""
K034	K.	K. Rerlvinger	""
DENAEG]	Denaeghel		""
HORNR	Hornby	Hornby R.M.	""
WIEHP	Wiehe	Wiehe P.O.	http://www.ipni.org/ipni/idAuthorSearch.do?id=11646-1
CHURM	Church	Church M.E.	""
NDUMB	Fischer$Kilundo	Fischer E. & Kilundo N.	""
PRIMV	Prima	Prima V.	""
A025	Austwick	Austwick P.K.C.	""
BGCRGW	Bogemans$Carpels$Gouwy$Mergaerts$Van de Steen$Van Ghelue	Bogemans F., Carpels G., Gouwy S., Mergaerts B., Van de Steen V. & Van Ghelue P.	""
MADABOWE	Madany$Bowen	Madany Michael H. & Bowen Rod	""
DOUMC	Doumenge	Doumenge C.	""
KAAYE	Kaaya	Kaaya E.	""
PRNML	Prance$Nelson$Monteiro$Lima	Prance G.T., Nelson B.W., Monteiro O.P. & Lima O.P.	""
PRODL	Prodan	Prodan L.	""
MATE02	Mateos$Montserrat	Mateos M. & Montserrat J.	""
L041	Ledoux$Huyghe	Ledoux M.J. & Huyghe P.	""
F029	Fernier	Fernier J.	""
F030	Foscolo	Foscolo E.	""
VENTVORS	Venter$Vorster	Venter & Vorster	""
TGMT	Togasi$Matsucka	Togasi M. & Matsucka T.	""
B369	De Bock	P. De Bock	http://www.wikidata.org/entity/Q62990477
WSNB	Walters$Stone$Nzabi$Boumbou	Walters G.M., Stone J., Nzabi T. & Boumbou T.	""
FURUM	Furuse	Furuse Miyoshi	""
HARVWITH	Harvey$Witherspoon	Harvey L.H. & Witherspoon J.T.	""
SCHA1	Scharlok	Scharlok	http://isni.org/isni/0000000072366782
PENZA	Penzig	Penzig A.J.O.	""
PHVRW	Prud'homme van Reine	Prud'homme van Reine W.	""
HLSFW	Hilse	Hilse F.W.	https://www.ipni.org/ipni/idAuthorSearch.do?id=29538-1
GOLNAN	Goldblatt$Nänni	Goldblatt Peter & Nänni I.	""
P131	Poelt$Köckinger	J. Poelt & H. Köckinger	""
B131	Brandenburger	Brandenburger W.	https://www.ipni.org/ipni/idAuthorSearch.do?id=16460-1
BIDA02	Bidault$Henrard$Van Den Spiegel	Bidault E., Henrard A. & Van den Spiegel D.	""
STOLA	Stolz	Stolz A.F.	https://www.ipni.org/ipni/idAuthorSearch.do?id=10175-1
MINJRAYA	Minjas$Raya	Minjas A.N. & Raya M.D.I.	""
DFORH	De Foresta	De Foresta H.	""
HSSNHLL	Hossain$Hall	Hossain & Hall	""
BUNTG	Bunting	Bunting G.S.	""
U346	Udar	Udar R.	https://www.ipni.org/ipni/idAuthorSearch.do?id=28028-1
BRTFL	Barth	Barth F.-L.	""
C111	Ciane	Ciane J.L.	""
HEINM	Heine	Heine M.	http://www.wikidata.org/entity/Q62990288
PAYOV	Payot	Payot V.	""
FANGW	Fang	Fang W.P.	""
PIPO1	Pipoly	Pipoly	""
TAYLW	Taylor	Taylor W.P.	""
B005	Bonar	Bonar L.	https://viaf.org/viaf/66206001/
HUARA	Huart	Huart A.	""
M205	Mathieu	Mathieu C.M.J.	https://viaf.org/viaf/310508982/
HTCJM	Hutcheon	Hutcheon J.	""
KSTJT	Koster	Koster J.T.	https://www.ipni.org/ipni/idAuthorSearch.do?id=4983-1
STRUC	Struck	Struck C.	""
MBKKK	Mabika	Mabika K.	""
BORYG	Borysiewicz	Borysiewicz G.	""
H169	De Haas	de Haas J. H.	""
LEANSABO	Leandri$Saboureau	Leandri J. & Saboureau P.	""
H170	Hennipman	Hennipman E.	""
RTSMBJWLKS	Reitsma$Reitsma$Wilks	Reitsma J.M., Reitsma B. & Wilks C.	""
MCPH01	McPherson$Rabenantoandro	McPherson G. & Rabenantoandro J.	""
HOTCN	Hotchkiss	Hotchkiss Neil	""
JEANA	Jeanjean	Jeanjean A.F.	https://www.ipni.org/ipni/idAuthorSearch.do?id=4449-1
SCHUF2	Schustler	Schustler Fr.	""
B321	Binstead	Binstead C.H.	http://www.ipni.org/ipni/idAuthorSearch.do?id=16139-1
W035	Wilman	Wilman	""
D021	von Thümen	Thümen F.	https://viaf.org/viaf/72169036/
WIT01	Wit$Gbile$Daramola	Wit P., Gbile Z.O. & Daramola B.O.	""
LOWR01	Lowry$Rakotozafy$Nicoll	Lowry II P.P., Rakotozafy A. & Nicoll M.F.	""
BOOMC	Boomsma	Boomsma C.D.	""
S555	De Sloover	Françoise de Sloover	""
MARC03	Marchi$Martire	Marchi P. & Martire B.	""
KUMMJ	Kümmerle	Kümmerle J.B.	""
VHOCHJ	Verbruggen$Ortuno$Hernand	Verbruggen H., Ortuno C. & Hernand J.	""
KULTM	Kultiassov	Kultiassov M.	""
MUREJ	Muret	Muret J.	""
TENO01	Costa Tenorio$Sainz Ollero	Costa Tenorio M. & Sainz Ollero H.	""
FREYG	Freyreiss	Freyreiss G.W.	""
KAYOC	Kayombo	Kayombo C.J.	""
THMSNMBMMBTG	Thomas$Nemba$Mambo$Etuge	Thomas D.W., Nemba J., Mambo P. & Etuge M.	""
PAYEH	Paye	Paye H.	""
S125	Steiner$Podlech	Steiner M. & Podlech D.	""
LIBO1	Libon	Libon	""
BEYRHK	Beyrich	Beyrich Heinrich Karl	""
BARTFMCHAMSIFAA	Barthelat$Mchangama$Sifari$Lartigau-Roussin$Guiot	Barthelat, F., Mchangama, M., Sifari, A., Lartigau-Roussin, C. & Guiot, V.	""
SUZU01	Suzuki	Suzuki H.	""
LLLRB	Lyall	Lyall R.	""
K051	Kits van Waveren	Kits van Waveren E.	""
TAYLH	Taylor	Taylor H.C.	""
BRDFRD	Bradford	Bradford J.	""
ZURAH	Zurawska	Zurawska H.	""
BONNA	Bonnart	Bonnart	""
RGOD01	Rivas Goday$Ladero	Rivas Goday S. & Ladero H.	""
T002	Tavares	Tavares Isabelle	""
RIVA01	Rivas-Martínez$Fernández-González$Pizarro$Molina Abril$Sardinero$Gavilán	Rivas-Martínez S., Fernández-González F., Pizarro J., Molina Abril J., Sardinero S. & Gavilán R.	""
S174	Schmoranzer	Schmoranzer E.	""
MRTJGK	Jongkind$Mertens	Jongkind C.C.H.& Mertens J.	""
CHENG	Cheng	Cheng Yu-Pin	""
CHARS	Charkevicz	Charkevicz S.	""
CHATA	Chatterjee	Chatterjee A.C.	""
BUBA1	Bubani	Bubani	""
SCHYZ	Schils$Yzewyn	Schils T. & Yzewyn T.	""
BOSSJ	Bosser	Bosser J.-M.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6e18fe90-374d-4ae0-8b43-97bd685d112e
KERRF	Kerr	Kerr F.H.W.	""
FEK	Faden$Evans$Kabuye	Faden R.B., Evans A. & Kabuye C.	""
ANDRL	Andreànszky	Andreànszky G.	""
DWK	De Waele	De Waele K.	""
HERNA	Herndon	Herndon A.	""
I791	Irwin$Santos$Souza$Fonsêca$Ramos	Irwin, Howard	""
WILKE	Wilkinson	Wilkinson E.	""
C203	Charpin$Hainard	Charpin A. & Hainard P.	""
BDKNG	Bidault$Akouangou	Bidault E. & Akouangou E.	""
GOOSV	Goossens	Goossens V.G.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7da43d5a-1f82-4d0c-9255-ff9ce65599dc
DAVIB	Davidov	Davidov B.	""
VASAV	Vašák	Vašák V.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8faac441-8d05-4bab-9c22-c97cd7df1145
HASSA	Hässler	Hässler A.	""
RNDDN	Randriamanantena	Randriamanantena D.	""
WAGSR	Wagstaffe	Wagstaffe Reginald	""
LOID04	Loidi$Herrera	Loidi J. & Herrera M.	""
PTRAG	Peter	Peter A.G.A.	https://viaf.org/viaf/74594392/
LCHOL	Lachenaud	Lachenaud O.	https://viaf.org/viaf/309893590/
J798	Jury$Rumsey	Jury S.L. & Rumsey F.J.	""
CRLLN	Carlier	Carlier L.	""
BIRCC	Bîrca	Bîrca C.	""
PRIEF1	Prieto	Prieto F.	""
SCHUCABR	Schultes$Cabrera	Schultes R.E. & Cabrera I.L.	""
MLSGTG	Malaisse$Goetghebeur	Malaisse F. & Goetghebeur P.	""
SCHJH	Schauer	Schauer J.C.	""
FDRT	Faden$Rathbun	Faden R.B. & Rathbun G.	""
HARRHARR	Harris$Harris	Harris C.C. & Harris S.K.	""
DBTR	De Block$Tosh$Rakotonasolo	De Block P., Tosh J. & Rakotonasolo F.	""
GAUTL	Gautier	Gautier L.	""
FTLKLK	Festo$Luke$Luke	Festo L., Luke W.R.Q. & Luke P.A.	""
GRRLJ	Gereau$Lovett	Gereau R.E. & Lovett J.	""
PELGC	Pelgrims	Pelgrims C.	""
GERRM	Gerrans	Gerrans M.B.	""
NOYE01	Noyes$Harder$Rakotobe$Razafindrabeaza$Abraham	Noyes R.D., Harder D.K., Rakotobe E.A., Razafindrabeaza T.G. & Abraham J.P.	""
S082	Sobels	Sobels J.C.	""
R264	Reichel	Reichel H.	""
ROUY11	Rouy	Rouy G.?	""
SCHOR	Scholes	Scholes R.	""
BELLA	Bell	Bell A.S.	""
DND	Delnatte$Norden$Delarboulas	Delnatte C., Norden N. & Delarboulas T.	""
WERJAY	Weerasooriya$Jayasekera	Weerasooriya & Jayasekera	""
I915	Inoue	Inoue Y	""
DLV	Delvaux	Delvaux Cl.	http://www.wikidata.org/entity/Q62990409
BRAV1	Bravais	Bravais	""
JENST	Jensen	Jensen T.	""
J015	Jonsell	Jonsell B.	""
BRASL	Brass	Brass L.	https://viaf.org/viaf/55438493/
MARIM	Marinos	Marinos M.	""
DP2	de Pierpont	de Pierpont	""
GRANKULT	Granitov$Kultiassov	Granitov A. & Kultiassov M.	""
CWNWRD	Cowan$Wurdack	Cowan R.S. & Wurdack J.J.	""
OMBOD	Obiang Mbomio	Obiang Mbomio D.	""
BSGNG	Boussengui-Ngongo	Boussengui-Ngongo J.	""
MANA	Manalo	Manalo A.	""
LARDH	Lardinois	Lardinois Hubert	""
KRTRT	Kurtto	Kurtto A.	""
G200	Girerd	Girerd B.	""
KRUKB	Krukoff	Krukoff B.A.	https://viaf.org/viaf/188895455/
GLMEN	Gelmi	Gelmi E.	""
AKERMAYU	Akeroyd$Mayunga	Akeroyd A.V. & Mayunga J.C.	""
MONTJ2	Montell	Montell J.E.	""
FRAZEM	Frazelle	Frazelle M.	""
MEHUA	Méhu	Méhu Adolphe	""
LARSK	Larsen	Larsen K.	""
Z007	Zopf	Zopf W.	""
HERME	Herman	Herman E.F.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0dcf1775-ecae-49b2-9924-badaf26fb80a
KLAIT	Klaine	Klaine T.-J.	https://viaf.org/viaf/525152636130620050161/
G733	Godzik$Grodzinska	Godzik B. & Grodzinska K.	""
VENKC	Venkatesh	Venkatesh C.S.	""
MONTP	Montserrat	Montserrat P.	""
MAIL1	Mailho	Mailho J.-B.	""
HEMIP	Hemingway	Hemingway P.	""
LBL	Lin-Bo	Lin-Bo Luo	""
MERCY	Merchant	Merchant Y.A.	""
NINCA	Ninck	Ninck André	https://www.ipni.org/ipni/idAuthorSearch.do?id=6997-1
K996	Koskinen	Koskinen A.A.	http://www.ipni.org/ipni/idAuthorSearch.do?id=21656-1
L096	Lehtola$Roivainen	Lehtola V.B. & Roivainen H.	""
L106	Loots	Loots J.	""
DUMOA	Dumont	Dumont A.	""
DHETFISC	Dhetchuvi$Fischer	Dhetchuvi & Fischer E.	""
KINGSS	King$Scott$Dos Santos$Hage	King M., Scott A. Mori, Dos Santos T. S.&. Hage J. L.	""
D014	de Vries	de Vries G.A.	https://www.ipni.org/ipni/idAuthorSearch.do?id=28463-1
BDSRKB	Bidault$Serein$Ikabanga	Bidault E., Serein J. & Ikabanga D.	""
DAWOT	Dawodu	Dawodu T.	""
TCHOM	Tchoumé	Tchoumé M.	""
VAND11	Vandenbroeck	Vandenbroeck	""
G037	Gandoger	Gandoger M.	https://viaf.org/viaf/301729353/
S500	Dibaluka Mpulusu	Dibaluka Mpulusu S.	http://www.wikidata.org/entity/Q62990480
GRADR	Gradstein	Gradstein S. R.	""
F552	Fleischer	Fleischer M.	""
H017	Heinemann$Ryvarden	Heinemann P. & Ryvarden L.	""
MAGOESTE	Magogo$Estes	Magogo F.C. & Estes R.	""
MM1	Mukendi-Mukala	Mukendi-Mukala	""
HOKE	Hoke	Hoke	""
H762	Hartz	Hartz N.	""
KILLSMIT	Killip$Smith	Killip E.P. & Smith A.C.	""
GALAC	Galander	Galander C.	""
C953	Calatayud	Calatayud V.	""
D053	Debolt	Debolt A.	""
MWAN16	Mwangoka$Perkin	Mwangoka M.A. & Perkin A.	""
P761	Powrie	Powrie E.	""
CHRAN	Charrier	Charrier A.	""
HAEGMOOR	Haegi$Moore	Haegi L. & Moore B.R.	""
WEBSA	Webster	Webster Anne V.	""
KIRCO	Kirchner	Kirchner O.	""
DPHKKD	De Poorter$Hoekman$Koedam$Marneffe$Vanden Eede$Van der Esch	De Poorter M., Hoekman D., Koedam N., Marneffe I., Vanden Eede, C. & Van der Esch A.	""
WIESA	Wiest	Wiest Anton	""
C235	Croft	Croft J.R.	""
MARTSOTO	Martinez$Soto	Martinez E.S. & Soto M.A.A.	""
PASSUG	Pastore$Suganuma	Pastore J.F.B. & Suganuma E.	""
PULLA	Pulle	Pulle A.A.	""
WIERJ	Wieringa	Wieringa J.J.	https://orcid.org/0000-0003-0566-372X
T203	Tranzschel	Tranzschel W.	""
ARBMM	Arbo	Arbo M.M.	https://orcid.org/0000-0003-0446-4008
BLIZK	Blizard	Blizard K.M.	""
RISC	Risch	Risch	""
JUSAL	Jussieu	de Jussieu A.L.	""
LUTHH	Luther	Luther Hans	""
HURSH	Hurst	Hurst H.A.	""
ANTHF	Anthony	Anthony F.	""
DELC1	Delcour	Delcour	""
HARTT1	Hartley	Hartley T.	""
HERVJ1	Hervier-Basson	Hervier-Basson J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=3892-1
POGGROSS	Poggi$Rossetti	Poggi F. & Rossetti C.	""
DBSWL	Debaisieux	Debaisieux W.	""
S060	Sparanc	Sparanc	""
MILNTAYL	Milne-Redhead$Taylor	Milne-Redhead E. & Taylor P.G.	""
SANG1	Sangiwa	Sangiwa	""
NMTH	Nemba$Mambo$Thomas	Nemba J., Mambo D. & Thomas D.W.	""
CAMB001	Camboué	R.P. Camboué	http://viaf.org/viaf/314847154
DEGEDEGE	Degener$Degener	Degener O. & Degener I.	""
FOUIA	Fouillade	Fouillade A.	""
LABOT	Labouchere	Labouchere Theodore	""
SMITC	Smith	Smith Carey	""
S995	Schlegel$Arnell	Schlegel H.A.L. & Arnell H.W.	""
S560	Stevens	Stevens N. E.	http://viaf.org/viaf/248145542762896642177
CRDSL	Cordeiro$Silva	Cordeiro J. & Silva J.M.	""
BROWL	Brown	Brown L.	""
H121	Huuskonen	Huuskonen K.	""
R079	Renou	Renou F.	""
R080	Raccolse	Raccolse J.	""
HILLW	Hill	Hill W.	""
JANSDEKO	Jansen$De Koning$de Wilde	Jansen P., De Koning J. & de Wilde J.J.F.E.	""
CHAPJ1	Chapman	Chapman J.W.F.	""
ORPEF	Orpen	Orpen F.L.	""
HRTJA	Hart	Hart J.A.	""
BUCHW	Buch	Buch W.	""
EVERC	Everton	Everton C.	""
MOSEC	Mosen	Mosén C.W.H.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/af36b2f1-ed59-42ad-af9d-fb63b92a29ed
RETZA	Retzdorff	Retzdorff A.	""
FIQU01	Font i Quer$Gros	Font i Quer P. & Gros E.	""
STORA	Stork	Stork A.	""
R014	Rossi	Rossi W.	""
P054	Phloenchit	Phloenchit	""
B016	Bresadola	Bresadola G.	""
C078	Crandall	Crandall B.S.	http://www.wikidata.org/entity/Q21509213
SMAT	Smit	Smit A.	""
OMARH	Omar	Omar H.A.	""
SCHOM	Schomburgk	Schomburgk M.R.	""
V963	Vesterholt	Vesterholt J.	""
S185	Schulteis	Schulteis B.	""
W063	Willi	Willi A.	""
FISHW1	Fishlock	Fishlock W.C.	""
ICHIM	Ichikawa	Ichikawa M.	""
KILLOB	Kilian$Lobin	Kilian N. & Lobin W.	""
DSLVF	Da Silva	da Silva F.	""
SCHA04	Schatz$Nicoll	Schatz G.E. & Nicoll M.	""
BRETJONG	Breteler$Jongkind	Breteler F.J. & Jongkind C.C.H.	""
V794	Vickers	Vickers A.	http://viaf.org/viaf/277584873
LHZN4	Luwiika$Harder$Zimba$Nawa	Luwiika B., Harder D.K., Zimba N.B. & Nawa M.M.	""
DRAKEL	Drake	Drake L.	""
POLD01	Poldini$Feoli$Feoli Chiapella	Poldini L., Feoli E. & Feoli Chiapella L.	""
SPITR	Spitaels	Spitaels R.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/85f21f18-d50d-40ff-ad81-7fb373423ba0
GASTA	Gaston	Gaston A.	""
LUKUM	Lukuesa	Lukuesa M.	http://www.wikidata.org/entity/Q62990317
V555	Voncina	Voncina Grzegorz	""
SCHA03	Schatz$Lowry	Schatz G.E. & Lowry P.P.	""
DZUT	De Zuttere	De Zuttere P.	https://viaf.org/viaf/50803703/
DAVIG	Davidse	Davidse G.	""
LORIG	Lorinser	Lorinser Gustav	""
G075	Gabriel	Gabriel	""
V066	Vogel	Vogel P.	""
DEHNG	Dehn	Dehn G.	""
GONDP	Gonde	Gonde H.P.	""
TOUSL	Toussaint	Toussaint L.	https://viaf.org/viaf/315969513/
E777	Eastwood	Eastwood A.	https://www.ipni.org/ipni/idAuthorSearch.do?id=2445-1
E251	Eduard & Hector	Eduard & Hector	""
MATAG	Maite	Maite A.	""
H561	Holles	Holles H.	""
